Last Date Sold,Latitude,Longitude,Zip,Price,Price Per Sq. Ft.,Footage,Lot Area,Beds,Baths,Address,Listing URL,Short Address,City,State,Raw Property Details,Date Scraped,Broker Name,Status,Type,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Most Recent Date Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Broker Phone,Listed By,Lister Phone,Agent Name,Agent Phone,Agent Email,Co-Agent Name,Co-Agent Phone,Buyer Agent Fee,Association Name,Association Fee,Monthly HOA Fees,Year Built,Stories,Heating,Cooling,Fireplaces,Flooring,Foundation,Garage Capacity,Sewer,Subdivision,Zoning Desc.,Property Condition,Roof Type,Virtual Tour,MLS Source,Parcel Id,Favorite Count,Page Views,Tax Paid (Most Recent),Has Private Pool,Pool Features
07/06/2022,40.572594,-74.34983,8820,600000,,,14914.94,3,3,"1768 Oak Tree Rd, Edison, NJ 08820",https://www.zillow.com/homedetails/1768-Oak-Tree-Rd-Edison-NJ-08820/61834439_zpid/,,,,3 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,800 ",744300,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2022,40.406113,-74.511696,8852,370000,143,2584,19501.81,0,,"912 Georges Rd, Monmouth Junction, NJ 08852",https://www.zillow.com/homedetails/912-Georges-Rd-Monmouth-Junction-NJ-08852/39168452_zpid/,,,,Studio | 2584 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,458 ",794700,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2022,40.517925,-74.410706,8817,450000,,,13024.44,3,2,"240 Central Ave, Edison Twp., NJ 08817-3043",https://www.zillow.com/homedetails/240-Central-Ave-Edison-NJ-08817/39064310_zpid/,,,,3 bds | 2 ba ,"Sun, 6/2/24","Exp Realty, Llc",RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,300 ",571700,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2022,40.527023,-74.37029,8817,250000,203,1230,64468.8,0,,"15 Wilshire Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/15-Wilshire-Rd-Edison-NJ-08817/39066507_zpid/,,,,Studio | 1230 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,150 ",550200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2022,40.53794,-74.35299,8840,680000,,,19240.45,3,2,"29 Peltier Ave, Metuchen, NJ 08840",https://www.zillow.com/homedetails/29-Peltier-Ave-Metuchen-NJ-08840/39091249_zpid/,,,,3 bds | 2 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,101 ",761500,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2022,40.599007,-74.37858,8820,625000,,,13285.8,3,3,"77 Annette Dr, Edison, NJ 08820",https://www.zillow.com/homedetails/77-Annette-Dr-Edison-NJ-08820/39069642_zpid/,,,,3 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,750 ",755100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2022,40.590973,-74.35285,8820,680000,272,2502,30492,4,3,"19 Ellison Ave, Edison, NJ 08820",https://www.zillow.com/homedetails/19-Ellison-Ave-Edison-NJ-08820/39071920_zpid/,,,,4 bds | 3 ba | 2502 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,055 ",936800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2022,40.56872,-74.388435,8820,652000,,,15036.91,3,3,"30 Westwood Cir, Edison, NJ 08820",https://www.zillow.com/homedetails/30-Westwood-Cir-Edison-NJ-08820/39075076_zpid/,,,,3 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,499 ",762100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2022,40.572613,-74.357574,8820,600000,,,20098.58,4,3,"1 Library Pl, Edison, NJ 08820",https://www.zillow.com/homedetails/1-Library-Pl-Edison-NJ-08820/178426808_zpid/,,,,4 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,602 ",,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2022,40.430313,-74.36758,8816,675000,302,2235,19040.08,4,3,"7 Downing Dr, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/7-Downing-Dr-East-Brunswick-NJ-08816/39051015_zpid/,,,,4 bds | 3 ba | 2235 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,348 ",814000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.53819,-74.4084,8817,705000,,,17101.66,5,4,"22 Plafsky Dr, Edison Twp., NJ 08817-2252",https://www.zillow.com/homedetails/22-Plafsky-Dr-Edison-NJ-08817/39062437_zpid/,,,,5 bds | 4 ba ,"Sun, 6/2/24",Lighthouse Realty Of Nj Llc,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,701 ",877900,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.49727,-74.39178,8817,450000,281,1600,32735.34,4,2,"74 Clifton St, Edison, NJ 08817",https://www.zillow.com/homedetails/74-Clifton-St-Edison-NJ-08817/39069192_zpid/,,,,4 bds | 2 ba | 1600 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,634 ",587500,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.51518,-74.38371,8817,796000,,,12323.12,5,3,"14 Rosewood Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/14-Rosewood-Rd-Edison-NJ-08817/90186069_zpid/,,,,5 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,724 ",883600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.553574,-74.35633,8840,460000,362,1272,13499.24,3,2,"250 Mason Dr, Metuchen, NJ 08840",https://www.zillow.com/homedetails/250-Mason-Dr-Metuchen-NJ-08840/39088078_zpid/,,,,3 bds | 2 ba | 1272 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,499 ",614400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.57358,-74.35817,8820,629900,,,15337.48,4,3,"8 Finch Ct, Edison, NJ 08820",https://www.zillow.com/homedetails/8-Finch-Ct-Edison-NJ-08820/39073428_zpid/,,,,4 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,333 ",813800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.566914,-74.33765,8820,610500,374,1631,79279.2,3,3,"51 Cedar St, Edison, NJ 08820",https://www.zillow.com/homedetails/51-Cedar-St-Edison-NJ-08820/39077236_zpid/,,,,3 bds | 3 ba | 1631 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,781 ",748200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.42641,-74.38649,8816,392500,278,1412,26162.14,3,2,"38 Susan Ln, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/38-Susan-Ln-East-Brunswick-NJ-08816/39050560_zpid/,,,,3 bds | 2 ba | 1412 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,300 ",574300,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.423668,-74.42708,8816,678300,293,2316,16234.81,4,3,"8 Barkley Ct, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/8-Barkley-Ct-East-Brunswick-NJ-08816/39054454_zpid/,,,,4 bds | 3 ba | 2316 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,405 ",819200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.439278,-74.4128,8816,635000,375,1692,22651.2,3,4,"14 Hilltop Blvd, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/14-Hilltop-Blvd-East-Brunswick-NJ-08816/39059354_zpid/,,,,3 bds | 4 ba | 1692 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,599 ",747100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.422523,-74.40598,8816,385000,,,12301.34,2,2,"364 Wycoff Way West UNIT 364, East Brunswick Twp., NJ 08816-5658",https://www.zillow.com/homedetails/364-Wycoff-Way-W-364-East-Brunswick-NJ-08816/2063335265_zpid/,,,,2 bds | 2 ba ,"Sun, 6/2/24",Weichert Realtors,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,500 ",437700,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.33442,-74.59289,8536,930000,314,2964,12841.49,5,3,"13 Mac Namee St, Plainsboro, NJ 08536",https://www.zillow.com/homedetails/13-Mac-Namee-St-Plainsboro-NJ-08536/88940759_zpid/,,,,5 bds | 3 ba | 2964 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,962 ",1099100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.33649,-74.57551,8536,720000,316,2276,11173.14,4,4,"55 Dey Rd, Plainsboro, NJ 08536",https://www.zillow.com/homedetails/55-Dey-Rd-Plainsboro-NJ-08536/2080744219_zpid/,,,,4 bds | 4 ba | 2276 sqft,"Sun, 6/2/24",Coldwell Banker Residential Brokerage-Princeton Jc,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,624 ",854800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.28553,-74.6244,8550,990000,325,3044,10998.9,4,3,"24 Woodbury Ct, Princeton Junction, NJ 08550",https://www.zillow.com/homedetails/24-Woodbury-Ct-Princeton-Junction-NJ-08550/39036837_zpid/,,,,4 bds | 3 ba | 3044 sqft,"Sun, 6/2/24",Weidel Realtors-Princeton,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,913 ",1175100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2022,40.30845,-74.63863,8540,1150000,382,3012,57107160,4,4,"15 Norbridge Dr, Princeton, NJ 08540",https://www.zillow.com/homedetails/15-Norbridge-Dr-Princeton-NJ-08540/87963680_zpid/,,,,4 bds | 4 ba | 3012 sqft,"Sun, 6/2/24",Weidel Realtors-Princeton,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$6,458 ",1294600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2022,40.52363,-74.37528,8817,749900,300,2500,21318.26,5,4,"121 Vineyard Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/121-Vineyard-Rd-Edison-NJ-08817/39066319_zpid/,,,,5 bds | 4 ba | 2500 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,624 ",856200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2022,40.49701,-74.40045,8817,350000,467,750,22699.12,5,3,"71 Silver Lake Ave, Edison, NJ 08817",https://www.zillow.com/homedetails/71-Silver-Lake-Ave-Edison-NJ-08817/39069047_zpid/,,,,5 bds | 3 ba | 750 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,699 ",600600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2022,40.53598,-74.36486,8840,494000,377,1310,15681.6,2,1,"95 Spring St, Metuchen, NJ 08840",https://www.zillow.com/homedetails/95-Spring-St-Metuchen-NJ-08840/39090060_zpid/,,,,2 bds | 1 ba | 1310 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,500 ",601400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2022,40.60012,-74.348885,8820,620000,317,1958,21344.4,3,2,"31 Sandalwood Dr, Edison, NJ 08820",https://www.zillow.com/homedetails/31-Sandalwood-Dr-Edison-NJ-08820/39070512_zpid/,,,,3 bds | 2 ba | 1958 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,123 ",766000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2022,40.588215,-74.361664,8820,824000,309,2665,16552.8,4,3,"5 Martha St, Edison, NJ 08820",https://www.zillow.com/homedetails/5-Martha-St-Edison-NJ-08820/39071537_zpid/,,,,4 bds | 3 ba | 2665 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,341 ",1001200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2022,40.588882,-74.3479,8820,799000,324,2468,32800.68,4,3,"299 Alden Ave, Edison, NJ 08820",https://www.zillow.com/homedetails/299-Alden-Ave-Edison-NJ-08820/39072415_zpid/,,,,4 bds | 3 ba | 2468 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,072 ",945600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2022,40.41511,-74.372116,8816,450000,332,1356,49658.4,3,2,"15 Hillsdale Rd, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/15-Hillsdale-Rd-East-Brunswick-NJ-08816/39052443_zpid/,,,,3 bds | 2 ba | 1356 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,200 ",553000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2022,40.39469,-74.57434,8852,181997,150,1216,32670,0,,"1 Sassafras Ln, Monmouth Junction, NJ 08852",https://www.zillow.com/homedetails/1-Sassafras-Ln-Monmouth-Junction-NJ-08852/39173540_zpid/,,,,Studio | 1216 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,200 ",412000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2022,40.533264,-74.35647,8540,320000,,,18238.57,0,,"206 Salem Ct, Princeton, NJ 08540",https://www.zillow.com/homedetails/206-Salem-Ct-Princeton-NJ-08540/2076234637_zpid/,,,,Studio ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,400 ",,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2022,40.520416,-74.393326,8817,270000,206,1308,14984.64,3,1,"18 Winthrop Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/18-Winthrop-Rd-Edison-NJ-08817/39082118_zpid/,,,,3 bds | 1 ba | 1308 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,999 ",541800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2022,40.54348,-74.3646,8840,552000,392,1408,19684.76,3,2,"28 William St, Metuchen, NJ 08840",https://www.zillow.com/homedetails/28-William-St-Metuchen-NJ-08840/39089008_zpid/,,,,3 bds | 2 ba | 1408 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,249 ",670500,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2022,40.587196,-74.34186,8820,2100000,341,6151,20799.9,0,,"24 Revere Blvd, Edison, NJ 08820",https://www.zillow.com/homedetails/24-Revere-Blvd-Edison-NJ-08820/39072530_zpid/,,,,Studio | 6151 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$12,373 ",2293300,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2022,40.425087,-74.370926,8816,475000,315,1508,18382.32,3,3,"4 Pearl Rd, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/4-Pearl-Rd-East-Brunswick-NJ-08816/39050877_zpid/,,,,3 bds | 3 ba | 1508 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,300 ",618300,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2022,40.396187,-74.42644,8816,710000,272,2612,23958,4,4,"12 Edinburg Ln, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/12-Edinburg-Ln-East-Brunswick-NJ-08816/39055614_zpid/,,,,4 bds | 4 ba | 2612 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,895 ",915500,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2022,40.37197,-74.55193,8852,900000,272,3314,34848,4,4,"53 Kelly Way, Monmouth Junction, NJ 08852",https://www.zillow.com/homedetails/53-Kelly-Way-Monmouth-Junction-NJ-08852/55554158_zpid/,,,,4 bds | 4 ba | 3314 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,715 ",1067400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2022,40.3078,-74.61184,8550,635000,352,1804,20473.2,3,2,"11 Piedmont Dr, West Windsor, NJ 08550",https://www.zillow.com/homedetails/11-Piedmont-Dr-West-Windsor-NJ-08550/39036942_zpid/,,,,3 bds | 2 ba | 1804 sqft,"Sun, 6/2/24",Coldwell Banker Residential Brokerage-Princeton Jc,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,999 ",796900,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2022,40.525467,-74.37082,8817,499000,272,1837,45977.58,3,2,"72 Rodak Cir, Edison, NJ 08817",https://www.zillow.com/homedetails/72-Rodak-Cir-Edison-NJ-08817/39066624_zpid/,,,,3 bds | 2 ba | 1837 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,399 ",618500,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2022,40.516857,-74.386635,8817,796000,622,1280,24515.57,0,,"50 Rosewood Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/50-Rosewood-Rd-Edison-NJ-08817/39081126_zpid/,,,,Studio | 1280 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,150 ",653100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2022,40.552193,-74.367165,8840,595000,,,15298.27,3,3,"18 Cape Ct, Metuchen, NJ 08840",https://www.zillow.com/homedetails/18-Cape-Ct-Metuchen-NJ-08840/39087838_zpid/,,,,3 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,599 ",749800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2022,40.588173,-74.34997,8820,675000,325,2080,41817.6,4,3,"67 Stratford Cir, Edison, NJ 08820",https://www.zillow.com/homedetails/67-Stratford-Cir-Edison-NJ-08820/39071774_zpid/,,,,4 bds | 3 ba | 2080 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,430 ",826700,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2022,40.577065,-74.36794,8820,775000,309,2505,50695.13,4,3,"23 Norton St, Edison, NJ 08820",https://www.zillow.com/homedetails/23-Norton-St-Edison-NJ-08820/39072790_zpid/,,,,4 bds | 3 ba | 2505 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,925 ",921400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2022,40.565975,-74.36309,8820,817000,316,2585,12013.85,4,4,"55 Oliver Ave, Edison, NJ 08820",https://www.zillow.com/homedetails/55-Oliver-Ave-Edison-NJ-08820/39074493_zpid/,,,,4 bds | 4 ba | 2585 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,750 ",1076200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2022,40.32838,-74.65238,8540,550000,256,2145,15503,3,2.5,"14 Carlyle Ct, Princeton, NJ 08540",https://www.zillow.com/homedetails/14-Carlyle-Ct-Princeton-NJ-08540/39034851_zpid/,,,,3 bds | 2.5 ba | 2145 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,800 ",675400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2022,40.283382,-74.632965,8550,900000,268,3356,43124.4,4,3,"8 Eastern Cir, West Windsor, NJ 08550",https://www.zillow.com/homedetails/8-Eastern-Cir-West-Windsor-NJ-08550/52631138_zpid/,,,,4 bds | 3 ba | 3356 sqft,"Sun, 6/2/24",Keller Williams Real Estate - Princeton,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,815 ",1161100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2022,40.267433,-74.61719,8550,650000,297,2191,15002.06,4,3,"14 Galston Dr, West Windsor, NJ 08550",https://www.zillow.com/homedetails/14-Galston-Dr-West-Windsor-NJ-08550/52631362_zpid/,,,,4 bds | 3 ba | 2191 sqft,"Sun, 6/2/24",BHHS Fox & Roach - Princeton,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,999 ",814400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/14/2022,40.529747,-74.3919,8817,195000,199,980,15002.06,2,2,"76 Talmadge Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/76-Talmadge-Rd-Edison-NJ-08817/39064872_zpid/,,,,2 bds | 2 ba | 980 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,650 ",474300,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/14/2022,40.430977,-74.39594,8816,645000,263,2456,14596.96,4,3,"10 Camelot Dr, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/10-Camelot-Dr-East-Brunswick-NJ-08816/39048776_zpid/,,,,4 bds | 3 ba | 2456 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,173 ",780600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/14/2022,40.425137,-74.41966,8816,465000,348,1336,19602,3,2,"169 Dunhams Corner Rd, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/169-Dunhams-Corner-Rd-East-Brunswick-NJ-08816/39059551_zpid/,,,,3 bds | 2 ba | 1336 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,300 ",577400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/14/2022,40.3174,-74.59159,8536,1100000,324,3400,26763.26,5,4,"15 Camas Ct, Plainsboro, NJ 08536",https://www.zillow.com/homedetails/15-Camas-Ct-Plainsboro-NJ-08536/55551804_zpid/,,,,5 bds | 4 ba | 3400 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$7,278 ",1348200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/14/2022,40.289474,-74.64313,8550,835000,316,2640,15002.06,4,3,"5 Lakeview Ct, West Windsor, NJ 08550",https://www.zillow.com/homedetails/5-Lakeview-Ct-West-Windsor-NJ-08550/39035825_zpid/,,,,4 bds | 3 ba | 2640 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,587 ",1122800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/14/2022,40.301212,-74.57509,8550,1280000,324,3953,29185.2,5,5,"1 Sheridan Dr, Princeton Junction, NJ 08550",https://www.zillow.com/homedetails/1-Sheridan-Dr-Princeton-Junction-NJ-08550/39038188_zpid/,,,,5 bds | 5 ba | 3953 sqft,"Sun, 6/2/24",Keller Williams Premier,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$7,422 ",1479100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/15/2022,40.49876,-74.39976,8817,330000,298,1108,11787.34,3,1,"4 Columbus Ave, Edison, NJ 08817",https://www.zillow.com/homedetails/4-Columbus-Ave-Edison-NJ-08817/39068917_zpid/,,,,3 bds | 1 ba | 1108 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,850 ",427800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/15/2022,40.513836,-74.398224,8817,360000,215,1672,19998.4,0,,"44 Weldon Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/44-Weldon-Rd-Edison-NJ-08817/39082367_zpid/,,,,Studio | 1672 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,900 ",624200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/15/2022,40.51252,-74.39532,8817,420000,295,1422,30021.55,3,2,"36 Finley Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/36-Finley-Rd-Edison-NJ-08817/39082709_zpid/,,,,3 bds | 2 ba | 1422 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,499 ",548800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/15/2022,40.56563,-74.34038,8820,690000,256,2700,53944.7,6,4,"95 Union Ave, Edison, NJ 08820",https://www.zillow.com/homedetails/95-Union-Ave-Edison-NJ-08820/39077291_zpid/,,,,6 bds | 4 ba | 2700 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,522 ",1000600,,"Tue, 5/17/22","-50,000",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/15/2022,40.426502,-74.39295,8816,480000,,,33541.2,3,2,"5 Russel Rd, East Brunswick, NJ 08816",https://www.zillow.com/homedetails/5-Russel-Rd-East-Brunswick-NJ-08816/39048647_zpid/,,,,3 bds | 2 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,200 ",610200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
